library/codeqwen	codeqwen:7b-code-v1.5-q4_1	Q4_1	4608894688	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q4_1	Q4_1	4608895072	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q4_K_M	Q4_K_M	4738590816	1100000
library/codeqwen	codeqwen:7b-code-v1.5-q5_0	Q5_0	5038352096	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q5_0	Q5_0	5038352480	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q5_K_S	Q5_K_S	5148452960	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q5_K_M	Q5_K_M	5428160608	1100000
library/codeqwen	codeqwen:7b-code-v1.5-q5_1	Q5_1	5467809504	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q5_1	Q5_1	5467809888	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q6_K	Q6_K	6377588832	1100000
library/codeqwen	codeqwen:7b-code-v1.5-q8_0	Q8_0	7706773216	1100000
library/codeqwen	codeqwen:7b-chat-v1.5-q8_0	Q8_0	7706773600	1100000
library/codeqwen	codeqwen:7b-code-v1.5-fp16	F16	14503511744	1100000
